n,labels
"(:Partiresultat:Others {roster2018: 145,kommun: Tjörn,roster2022: 102,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 11259,kommun: Tjörn,roster2022: 11328,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 2,kommun: Tjörn,roster2022: 6,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 84,kommun: Tjörn,roster2022: 97,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 5,kommun: Tjörn,roster2022: 10,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 11350,kommun: Tjörn,roster2022: 11441,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 12552,kommun: Tjörn,roster2022: 12792,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1527,kommun: Tomelilla,roster2022: 1484,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 815,kommun: Tomelilla,roster2022: 506,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 254,kommun: Tomelilla,roster2022: 228,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 402,kommun: Tomelilla,roster2022: 478,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1996,kommun: Tomelilla,roster2022: 2036,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 368,kommun: Tomelilla,roster2022: 346,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 253,kommun: Tomelilla,roster2022: 310,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2860,kommun: Tomelilla,roster2022: 3255,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 142,kommun: Tomelilla,roster2022: 107,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8617,kommun: Tomelilla,roster2022: 8750,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 4,kommun: Tomelilla,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 132,kommun: Tomelilla,roster2022: 134,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 5,kommun: Tomelilla,roster2022: 8,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 8758,kommun: Tomelilla,roster2022: 8893,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 10155,kommun: Tomelilla,roster2022: 10419,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1047,kommun: Torsby,roster2022: 1164,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 842,kommun: Torsby,roster2022: 424,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 231,kommun: Torsby,roster2022: 168,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 387,kommun: Torsby,roster2022: 460,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2664,kommun: Torsby,roster2022: 2354,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 490,kommun: Torsby,roster2022: 299,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 139,kommun: Torsby,roster2022: 148,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1610,kommun: Torsby,roster2022: 2076,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 99,kommun: Torsby,roster2022: 84,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 7509,kommun: Torsby,roster2022: 7177,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 0,kommun: Torsby,roster2022: 3,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 103,kommun: Torsby,roster2022: 114,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Torsby,roster2022: 2,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 7616,kommun: Torsby,roster2022: 7296,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 9099,kommun: Torsby,roster2022: 8766,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 601,kommun: Torsås,roster2022: 679,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 566,kommun: Torsås,roster2022: 337,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 135,kommun: Torsås,roster2022: 131,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 348,kommun: Torsås,roster2022: 354,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1354,kommun: Torsås,roster2022: 1256,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 209,kommun: Torsås,roster2022: 180,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 98,kommun: Torsås,roster2022: 132,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1358,kommun: Torsås,roster2022: 1619,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 52,kommun: Torsås,roster2022: 60,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 4721,kommun: Torsås,roster2022: 4748,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 0,kommun: Torsås,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 36,kommun: Torsås,roster2022: 56,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 0,kommun: Torsås,roster2022: 2,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 4757,kommun: Torsås,roster2022: 4808,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 5409,kommun: Torsås,roster2022: 5526,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1377,kommun: Tranemo,roster2022: 1455,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1077,kommun: Tranemo,roster2022: 663,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 293,kommun: Tranemo,roster2022: 217,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 479,kommun: Tranemo,roster2022: 496,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2296,kommun: Tranemo,roster2022: 2280,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 348,kommun: Tranemo,roster2022: 309,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 210,kommun: Tranemo,roster2022: 231,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1519,kommun: Tranemo,roster2022: 1850,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 83,kommun: Tranemo,roster2022: 106,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 7682,kommun: Tranemo,roster2022: 7607,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Tranemo,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 90,kommun: Tranemo,roster2022: 103,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 3,kommun: Tranemo,roster2022: 5,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 7778,kommun: Tranemo,roster2022: 7716,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 8821,kommun: Tranemo,roster2022: 8981,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 2050,kommun: Tranås,roster2022: 2189,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1127,kommun: Tranås,roster2022: 761,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 489,kommun: Tranås,roster2022: 412,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1123,kommun: Tranås,roster2022: 832,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 3889,kommun: Tranås,roster2022: 4067,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 657,kommun: Tranås,roster2022: 447,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 380,kommun: Tranås,roster2022: 383,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2393,kommun: Tranås,roster2022: 2783,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 171,kommun: Tranås,roster2022: 135,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 12279,kommun: Tranås,roster2022: 12009,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Tranås,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 104,kommun: Tranås,roster2022: 129,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Tranås,roster2022: 14,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 12390,kommun: Tranås,roster2022: 12152,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 13999,kommun: Tranås,roster2022: 14204,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 6116,kommun: Trelleborg,roster2022: 5739,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1623,kommun: Trelleborg,roster2022: 1287,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1280,kommun: Trelleborg,roster2022: 1091,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1475,kommun: Trelleborg,roster2022: 1623,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 7075,kommun: Trelleborg,roster2022: 7725,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1105,kommun: Trelleborg,roster2022: 1030,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 717,kommun: Trelleborg,roster2022: 675,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 8738,kommun: Trelleborg,roster2022: 9180,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 322,kommun: Trelleborg,roster2022: 380,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 28451,kommun: Trelleborg,roster2022: 28730,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 7,kommun: Trelleborg,roster2022: 23,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 300,kommun: Trelleborg,roster2022: 273,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 20,kommun: Trelleborg,roster2022: 28,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 28778,kommun: Trelleborg,roster2022: 29054,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 33326,kommun: Trelleborg,roster2022: 34670,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 6493,kommun: Trollhättan,roster2022: 6853,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2238,kommun: Trollhättan,roster2022: 1931,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1822,kommun: Trollhättan,roster2022: 1211,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1857,kommun: Trollhättan,roster2022: 1720,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 13256,kommun: Trollhättan,roster2022: 12872,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2538,kommun: Trollhättan,roster2022: 2211,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1594,kommun: Trollhättan,roster2022: 1263,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 6364,kommun: Trollhättan,roster2022: 7504,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 447,kommun: Trollhättan,roster2022: 482,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 36609,kommun: Trollhättan,roster2022: 36047,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 11,kommun: Trollhättan,roster2022: 4,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 340,kommun: Trollhättan,roster2022: 368,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 18,kommun: Trollhättan,roster2022: 33,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 36978,kommun: Trollhättan,roster2022: 36452,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 42779,kommun: Trollhättan,roster2022: 43921,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 2407,kommun: Trosa,roster2022: 2365,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 814,kommun: Trosa,roster2022: 632,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 415,kommun: Trosa,roster2022: 397,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 558,kommun: Trosa,roster2022: 484,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2073,kommun: Trosa,roster2022: 2637,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 470,kommun: Trosa,roster2022: 326,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 366,kommun: Trosa,roster2022: 454,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1666,kommun: Trosa,roster2022: 2253,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 95,kommun: Trosa,roster2022: 102,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8864,kommun: Trosa,roster2022: 9650,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 6,kommun: Trosa,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 53,kommun: Trosa,roster2022: 86,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 3,kommun: Trosa,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 8926,kommun: Trosa,roster2022: 9744,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 9862,kommun: Trosa,roster2022: 11006,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 7818,kommun: Tyresö,roster2022: 7168,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2399,kommun: Tyresö,roster2022: 1995,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 2099,kommun: Tyresö,roster2022: 1663,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1741,kommun: Tyresö,roster2022: 1182,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 7223,kommun: Tyresö,roster2022: 9038,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1929,kommun: Tyresö,roster2022: 1556,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1636,kommun: Tyresö,roster2022: 1615,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 4941,kommun: Tyresö,roster2022: 5738,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 474,kommun: Tyresö,roster2022: 367,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 30260,kommun: Tyresö,roster2022: 30322,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 10,kommun: Tyresö,roster2022: 9,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 195,kommun: Tyresö,roster2022: 266,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 17,kommun: Tyresö,roster2022: 33,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 30482,kommun: Tyresö,roster2022: 30630,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 33776,kommun: Tyresö,roster2022: 35234,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 16687,kommun: Täby,roster2022: 16192,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 5094,kommun: Täby,roster2022: 4749,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 4966,kommun: Täby,roster2022: 4648,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 3853,kommun: Täby,roster2022: 2503,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 6491,kommun: Täby,roster2022: 9448,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1483,kommun: Täby,roster2022: 1322,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1908,kommun: Täby,roster2022: 2193,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 5293,kommun: Täby,roster2022: 6175,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 611,kommun: Täby,roster2022: 503,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 46386,kommun: Täby,roster2022: 47733,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 6,kommun: Täby,roster2022: 5,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 204,kommun: Täby,roster2022: 292,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 20,kommun: Täby,roster2022: 28,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 46616,kommun: Täby,roster2022: 48058,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 51157,kommun: Täby,roster2022: 54267,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1027,kommun: Töreboda,roster2022: 1019,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 646,kommun: Töreboda,roster2022: 384,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 184,kommun: Töreboda,roster2022: 141,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 391,kommun: Töreboda,roster2022: 332,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1812,kommun: Töreboda,roster2022: 1758,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 275,kommun: Töreboda,roster2022: 228,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 119,kommun: Töreboda,roster2022: 132,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1372,kommun: Töreboda,roster2022: 1754,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 112,kommun: Töreboda,roster2022: 128,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 5938,kommun: Töreboda,roster2022: 5876,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 2,kommun: Töreboda,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 80,kommun: Töreboda,roster2022: 92,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 1,kommun: Töreboda,roster2022: 7,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6021,kommun: Töreboda,roster2022: 5975,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 6924,kommun: Töreboda,roster2022: 7055,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 6596,kommun: Uddevalla,roster2022: 6271,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2373,kommun: Uddevalla,roster2022: 1807,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1769,kommun: Uddevalla,roster2022: 1304,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 2547,kommun: Uddevalla,roster2022: 2337,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 10905,kommun: Uddevalla,roster2022: 11070,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2430,kommun: Uddevalla,roster2022: 2021,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1410,kommun: Uddevalla,roster2022: 1435,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 7411,kommun: Uddevalla,roster2022: 8790,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 528,kommun: Uddevalla,roster2022: 720,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 35969,kommun: Uddevalla,roster2022: 35755,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 8,kommun: Uddevalla,roster2022: 13,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 319,kommun: Uddevalla,roster2022: 370,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 15,kommun: Uddevalla,roster2022: 28,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 36311,kommun: Uddevalla,roster2022: 36166,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 41795,kommun: Uddevalla,roster2022: 43062,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 3167,kommun: Ulricehamn,roster2022: 3202,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2081,kommun: Ulricehamn,roster2022: 1454,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 821,kommun: Ulricehamn,roster2022: 648,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1278,kommun: Ulricehamn,roster2022: 1155,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
